Timestamp,GSR,HR,GyroX,GyroY,GyroZ
2025-09-13 17:03:09.135233,2610,67,2832,108,16292
2025-09-13 17:03:09.216086,2634,67,2732,168,16372
2025-09-13 17:03:09.283177,2630,67,2764,128,16196
2025-09-13 17:03:09.356373,2635,67,2688,72,16224
2025-09-13 17:03:09.425834,2636,67,2696,208,16120
2025-09-13 17:03:09.514258,2636,67,2740,212,16284
2025-09-13 17:03:09.696025,2636,67,2668,164,16248
2025-09-13 17:03:09.787676,2638,67,2752,228,16188
2025-09-13 17:03:09.864485,2637,67,2704,104,16212
2025-09-13 17:03:09.949838,2639,67,2672,168,16352
2025-09-13 17:03:10.014825,2648,67,2752,200,16336
2025-09-13 17:03:10.078763,2647,67,2808,240,16304
2025-09-13 17:03:10.144168,2639,67,2640,204,16376
2025-09-13 17:03:10.228204,2632,67,2652,184,16240
2025-09-13 17:03:10.310180,2647,67,2684,164,16308
2025-09-13 17:03:10.404137,2641,67,2636,112,16188
2025-09-13 17:03:10.486137,2645,67,2744,128,16176
2025-09-13 17:03:10.575322,2651,67,2952,100,16164
2025-09-13 17:03:10.659334,2635,67,2840,144,16196
2025-09-13 17:03:10.746427,2635,67,2636,164,16260
2025-09-13 17:03:10.843950,2651,67,2628,120,16296
2025-09-13 17:03:10.939063,2636,67,2748,136,16292
2025-09-13 17:03:11.024076,2636,67,2836,92,16272
2025-09-13 17:03:11.087197,2634,67,2764,184,16316
2025-09-13 17:03:11.149273,2616,67,2824,212,16284
2025-09-13 17:03:11.214197,2635,67,2744,144,16432
2025-09-13 17:03:11.281907,2649,67,2740,136,16232
2025-09-13 17:03:11.348908,2636,60,2660,144,16320
2025-09-13 17:03:11.414776,2631,60,2852,132,16304
2025-09-13 17:03:11.480213,2639,60,2768,188,16412
2025-09-13 17:03:11.550086,2633,60,2688,164,16312
2025-09-13 17:03:11.618580,2632,60,2876,168,16412
2025-09-13 17:03:11.687372,2634,60,2908,164,16304
2025-09-13 17:03:11.754184,2641,60,2868,168,16220
2025-09-13 17:03:11.929560,2634,60,2708,124,16224
2025-09-13 17:03:12.005696,2634,60,2696,224,16316
2025-09-13 17:03:12.089943,2634,60,2684,212,16288
2025-09-13 17:03:12.162481,2639,60,2804,156,16248
2025-09-13 17:03:12.232478,2635,60,2764,232,16280
2025-09-13 17:03:12.304509,2635,60,2748,172,16244
2025-09-13 17:03:12.386518,2640,60,2748,180,16240
2025-09-13 17:03:12.467530,2638,60,2796,204,16308
2025-09-13 17:03:12.540049,2637,60,2752,168,16296
2025-09-13 17:03:12.614209,2641,60,2800,208,16288
2025-09-13 17:03:12.691999,2637,60,2772,276,16312
2025-09-13 17:03:12.770985,2641,60,2752,224,16292
2025-09-13 17:03:12.848158,2629,60,2880,152,16304
2025-09-13 17:03:12.932823,2637,60,2784,156,16144
2025-09-13 17:03:13.003835,2634,60,2816,108,16276
2025-09-13 17:03:13.077286,2647,60,2780,172,16472
2025-09-13 17:03:13.165386,2632,60,2676,244,16320
2025-09-13 17:03:13.240394,2636,60,2744,148,16252
2025-09-13 17:03:13.317410,2637,60,2812,152,16340
2025-09-13 17:03:13.395505,2608,60,2776,220,16200
2025-09-13 17:03:13.474591,2639,60,2836,188,16076
2025-09-13 17:03:13.553507,2629,60,2784,136,16264
2025-09-13 17:03:13.635802,2636,60,2708,52,16368
2025-09-13 17:03:13.711808,2628,60,2804,88,16272
2025-09-13 17:03:13.788071,2639,60,2856,236,16268
2025-09-13 17:03:13.856171,2639,60,2836,200,16316
2025-09-13 17:03:13.921086,2649,60,2776,168,16368
2025-09-13 17:03:13.995541,2628,60,2720,164,16216
2025-09-13 17:03:14.070551,2629,60,2788,196,16272
2025-09-13 17:03:14.141612,2637,60,2652,124,16284
2025-09-13 17:03:14.212660,2639,60,2772,168,16264
2025-09-13 17:03:14.290068,2636,60,2696,196,16320
2025-09-13 17:03:14.356351,2634,60,2832,204,16288
2025-09-13 17:03:14.423280,2612,60,2936,152,16252
2025-09-13 17:03:14.487039,2635,60,2772,220,16304
2025-09-13 17:03:14.556124,2640,60,2760,92,16412
2025-09-13 17:03:14.621959,2646,60,2792,116,16292
2025-09-13 17:03:14.695965,2636,60,2696,44,16116
2025-09-13 17:03:14.770057,2679,60,2876,68,16312
2025-09-13 17:03:14.846060,2636,60,2884,148,16292
2025-09-13 17:03:14.915895,2637,60,2720,176,16324
2025-09-13 17:03:14.981977,2636,60,2776,136,16348
2025-09-13 17:03:15.047068,2636,60,2808,132,16304
2025-09-13 17:03:15.114163,2647,60,2808,168,16292
2025-09-13 17:03:15.181196,2636,60,2760,108,16348
2025-09-13 17:03:15.266282,2642,60,2776,72,16268
2025-09-13 17:03:15.334888,2633,60,2884,148,16272
2025-09-13 17:03:15.402928,2637,60,2944,208,16264
2025-09-13 17:03:15.472887,2628,60,2916,116,16292
2025-09-13 17:03:15.541888,2638,60,2844,40,16204
2025-09-13 17:03:15.608888,2647,60,2820,96,16288
2025-09-13 17:03:15.675888,2637,60,2868,136,16184
2025-09-13 17:03:15.743894,2640,60,2868,144,16304
2025-09-13 17:03:15.811888,2632,60,2860,136,16196
2025-09-13 17:03:15.879978,2638,60,2888,136,16204
2025-09-13 17:03:15.946890,2643,60,2836,88,16276
2025-09-13 17:03:16.016976,2636,60,2736,120,16364
2025-09-13 17:03:16.083888,2633,60,2916,112,16228
2025-09-13 17:03:16.151888,2634,60,2904,44,16296
2025-09-13 17:03:16.220888,2634,60,2812,136,16304
2025-09-13 17:03:16.304986,2635,60,2832,176,16088
2025-09-13 17:03:16.372969,2636,60,2912,212,16356
2025-09-13 17:03:16.439107,2637,60,2796,92,16324
2025-09-13 17:03:16.507103,2649,60,2900,108,16084
2025-09-13 17:03:16.575617,2679,60,2784,100,16232
2025-09-13 17:03:16.644618,2637,60,2920,148,16232
2025-09-13 17:03:16.710616,2649,60,2896,64,16320
2025-09-13 17:03:16.777690,2639,60,2884,224,16280
2025-09-13 17:03:16.844617,2632,60,2892,136,16316
2025-09-13 17:03:16.918692,2634,60,2828,144,16344
2025-09-13 17:03:16.985687,2635,60,2876,76,16176
2025-09-13 17:03:17.053616,2629,60,2948,176,16304
2025-09-13 17:03:17.120703,2636,60,2980,76,16192
2025-09-13 17:03:17.192616,2637,60,2872,152,16080
2025-09-13 17:03:17.260656,2637,60,2844,88,16256
2025-09-13 17:03:17.344163,2636,60,2856,200,16156
2025-09-13 17:03:17.412163,2651,60,2768,180,16312
2025-09-13 17:03:17.481248,2637,60,2792,180,16144
2025-09-13 17:03:17.549163,2647,60,2892,56,16356
2025-09-13 17:03:17.617163,2638,60,2820,44,16288
2025-09-13 17:03:17.683122,2636,60,2784,80,16284
2025-09-13 17:03:17.753914,2639,60,2920,164,16368
2025-09-13 17:03:17.822232,2634,60,2864,160,16316
2025-09-13 17:03:17.889829,2628,60,2788,208,16180
2025-09-13 17:03:17.959731,2629,60,2844,144,16344
2025-09-13 17:03:18.026625,2629,60,2844,140,16220
2025-09-13 17:03:18.099227,2638,60,2832,65524,16256
2025-09-13 17:03:18.169138,2651,60,2852,128,16292
2025-09-13 17:03:18.236131,2636,60,3020,84,16264
2025-09-13 17:03:18.306176,2651,60,2776,60,16324
2025-09-13 17:03:18.390143,2632,60,2840,172,16292
2025-09-13 17:03:18.456820,2647,60,2936,128,16212
2025-09-13 17:03:18.524820,2624,60,2904,4,16084
2025-09-13 17:03:18.592820,2652,60,2892,112,16140
2025-09-13 17:03:18.657820,2634,60,2924,116,16332
2025-09-13 17:03:18.723821,2638,60,2880,140,16248
2025-09-13 17:03:18.792820,2643,60,2868,76,16340
2025-09-13 17:03:18.857819,2639,60,2920,140,16280
2025-09-13 17:03:18.923820,2643,60,2844,108,16116
2025-09-13 17:03:18.989821,2637,60,2960,96,16268
2025-09-13 17:03:19.057820,2634,60,2844,52,16184
2025-09-13 17:03:19.127821,2637,60,2868,72,16344
2025-09-13 17:03:19.195820,2628,60,3004,108,16316
2025-09-13 17:03:19.264821,2633,60,2884,104,16356
2025-09-13 17:03:19.349821,2636,60,2880,184,16312
2025-09-13 17:03:19.415820,2636,60,2880,140,16252
2025-09-13 17:03:19.483657,2619,60,2824,124,16188
2025-09-13 17:03:19.551658,2637,60,2932,96,16316
2025-09-13 17:03:19.616708,2651,60,2936,80,16188
2025-09-13 17:03:19.683700,2626,60,2856,52,16276
2025-09-13 17:03:19.746657,2636,60,2700,192,16332
2025-09-13 17:03:19.815682,2630,60,2896,112,16244
2025-09-13 17:03:19.985083,2637,60,2964,52,16324
2025-09-13 17:03:20.053991,2610,60,2888,60,16268
2025-09-13 17:03:20.119992,2637,60,2924,236,16228
2025-09-13 17:03:20.182992,2636,60,2736,8,16256
2025-09-13 17:03:20.248675,2626,60,2832,216,16220
2025-09-13 17:03:20.316189,2633,60,2764,148,16244
2025-09-13 17:03:20.382273,2637,60,2868,24,16276
2025-09-13 17:03:20.472263,2608,60,2824,104,16244
2025-09-13 17:03:20.570190,2637,60,2940,208,16296
2025-09-13 17:03:20.637291,2639,60,2824,132,16172
2025-09-13 17:03:20.702585,2649,60,2916,144,16280
2025-09-13 17:03:20.773189,2648,60,2824,152,16252
2025-09-13 17:03:20.842203,2639,60,2772,160,16164
2025-09-13 17:03:20.909286,2637,60,2904,108,16204
2025-09-13 17:03:20.977205,2608,60,2772,80,16120
2025-09-13 17:03:21.049289,2628,60,2932,64,16360
2025-09-13 17:03:21.115204,2635,60,2868,200,16176
2025-09-13 17:03:21.182205,2626,60,2956,200,16280
2025-09-13 17:03:21.250204,2647,60,2888,164,16236
2025-09-13 17:03:21.318203,2631,60,2940,128,16276
2025-09-13 17:03:21.386206,2641,60,2800,248,16240
2025-09-13 17:03:21.451209,2637,60,2860,140,16240
2025-09-13 17:03:21.532203,2644,60,3012,65496,16236
2025-09-13 17:03:21.600204,2638,60,2964,228,16220
2025-09-13 17:03:21.667718,2633,60,2880,208,16340
2025-09-13 17:03:21.732229,2639,60,2928,65512,16228
2025-09-13 17:03:21.796228,2628,60,2896,28,16196
2025-09-13 17:03:21.862229,2628,60,2900,108,16288
2025-09-13 17:03:21.929229,2634,60,2728,280,16272
2025-09-13 17:03:21.998230,2631,60,2892,212,16164
2025-09-13 17:03:22.068229,2649,60,2940,152,16400
2025-09-13 17:03:22.137229,2647,59,2972,160,16252
2025-09-13 17:03:22.205298,2636,59,2916,80,16224
2025-09-13 17:03:22.271381,2576,59,2828,164,16356
2025-09-13 17:03:22.341334,2636,59,2804,68,16364
2025-09-13 17:03:22.408299,2648,59,2768,68,16352
2025-09-13 17:03:22.475298,2631,59,2864,28,16172
2025-09-13 17:03:22.555474,2636,59,2828,168,16256
2025-09-13 17:03:22.622798,2637,59,2824,128,16240
2025-09-13 17:03:22.689871,2639,59,2752,164,16348
2025-09-13 17:03:22.755796,2639,59,2876,92,16284
2025-09-13 17:03:22.821797,2635,59,2944,156,16240
2025-09-13 17:03:22.887797,2638,59,2860,112,16052
2025-09-13 17:03:22.955880,2628,59,2792,0,16304
2025-09-13 17:03:23.022307,2636,59,2932,4,16320
2025-09-13 17:03:23.090308,2631,59,2984,192,16120
2025-09-13 17:03:23.158306,2632,59,2948,348,16320
2025-09-13 17:03:23.227188,2647,59,2756,260,16292
2025-09-13 17:03:23.294868,2629,59,2656,72,16164
2025-09-13 17:03:23.362943,2636,59,2732,65452,16156
2025-09-13 17:03:23.428381,2636,59,2900,65512,16220
2025-09-13 17:03:23.511779,2635,59,2992,52,16308
2025-09-13 17:03:23.579780,2641,59,2764,264,16312
2025-09-13 17:03:23.646779,2618,59,2856,216,16272
2025-09-13 17:03:23.715780,2643,59,2936,108,16312
2025-09-13 17:03:23.782780,2633,59,3044,108,16204
2025-09-13 17:03:23.852780,2637,59,2832,32,16276
2025-09-13 17:03:23.917779,2637,59,2768,65528,16300
2025-09-13 17:03:23.983780,2637,59,3032,96,16172
2025-09-13 17:03:24.052022,2636,59,3068,200,16256
2025-09-13 17:03:24.116941,2637,59,2892,212,16280
2025-09-13 17:03:24.185940,2636,59,2780,80,16392
2025-09-13 17:03:24.253939,2629,59,2900,132,16196
2025-09-13 17:03:24.320940,2637,59,2952,80,16080
2025-09-13 17:03:24.385579,2638,59,2968,44,16232
2025-09-13 17:03:24.452668,2643,59,2992,48,16280
2025-09-13 17:03:24.530578,2647,59,2900,324,16352
2025-09-13 17:03:24.597580,2639,59,2756,156,16116
2025-09-13 17:03:24.661578,2647,59,2988,65444,16248
2025-09-13 17:03:24.729578,2637,59,2956,132,16244
2025-09-13 17:03:24.801074,2638,59,2868,228,16220
2025-09-13 17:03:24.874786,2637,59,2844,292,16100
2025-09-13 17:03:24.943785,2628,59,2952,156,16276
2025-09-13 17:03:25.012276,2643,59,2980,60,16240
2025-09-13 17:03:25.077862,2636,59,3004,44,16104
2025-09-13 17:03:25.143643,2628,59,2984,128,16404
2025-09-13 17:03:25.209875,2647,59,2900,212,16192
2025-09-13 17:03:25.280311,2637,59,2920,136,16272
2025-09-13 17:03:25.355348,2639,59,2928,176,16256
2025-09-13 17:03:25.432814,2645,59,2860,132,16192
2025-09-13 17:03:25.502226,2638,59,2848,128,16216
2025-09-13 17:03:25.582316,2644,59,2808,140,16288
2025-09-13 17:03:25.647562,2636,59,3128,112,16236
2025-09-13 17:03:25.712950,2639,59,2976,292,16260
2025-09-13 17:03:25.775950,2648,59,2888,200,16064
2025-09-13 17:03:25.839039,2632,59,2820,60,16308
2025-09-13 17:03:25.905383,2638,59,3032,65512,16272
2025-09-13 17:03:25.970505,2637,59,3124,96,16088
2025-09-13 17:03:26.038867,2655,59,2992,148,16280
2025-09-13 17:03:26.104645,2626,59,2808,180,16428
2025-09-13 17:03:26.170658,2638,59,2764,148,16300
2025-09-13 17:03:26.237126,2639,59,2820,92,16208
2025-09-13 17:03:26.304346,2636,59,2820,80,16140
2025-09-13 17:03:26.369344,2641,59,2844,156,16336
2025-09-13 17:03:26.439492,2636,59,2940,116,16292
2025-09-13 17:03:26.508054,2633,59,3144,240,16280
2025-09-13 17:03:26.587386,2647,59,2904,36,16272
2025-09-13 17:03:26.651041,2635,59,2920,92,16280
2025-09-13 17:03:26.717026,2634,59,2800,256,16124
2025-09-13 17:03:26.780031,2636,59,2840,156,16220
2025-09-13 17:03:26.844713,2628,59,2960,216,16276
2025-09-13 17:03:26.912707,2639,59,2844,216,16164
2025-09-13 17:03:26.978587,2646,59,2912,128,16392
2025-09-13 17:03:27.042756,2640,59,2820,96,16140
2025-09-13 17:03:27.111238,2628,59,2968,65512,16316
2025-09-13 17:03:27.176321,2638,59,3116,176,16196
2025-09-13 17:03:27.243325,2637,59,3184,88,16172
2025-09-13 17:03:27.312372,2633,59,3024,172,16320
2025-09-13 17:03:27.379247,2636,59,2900,128,16340
2025-09-13 17:03:27.447923,2637,59,2828,176,16172
2025-09-13 17:03:27.530992,2644,59,2676,180,16236
2025-09-13 17:03:27.595015,2638,59,2812,180,16272
2025-09-13 17:03:27.660602,2634,59,2764,208,16276
2025-09-13 17:03:27.725922,2639,59,2836,44,16152
2025-09-13 17:03:27.793448,2644,59,2916,104,16184
2025-09-13 17:03:27.859133,2635,59,3052,32,16316
2025-09-13 17:03:27.923132,2636,59,3228,32,16296
2025-09-13 17:03:27.996275,2632,59,3212,120,16016
2025-09-13 17:03:28.068810,2636,59,3072,64,16356
2025-09-13 17:03:28.141082,2608,59,2852,168,16212
2025-09-13 17:03:28.208665,2636,59,2724,196,16316
2025-09-13 17:03:28.274923,2636,59,2620,76,16276
2025-09-13 17:03:28.338789,2634,59,2588,120,16188
2025-09-13 17:03:28.401795,2637,59,2736,92,16312
2025-09-13 17:03:28.470795,2629,59,2888,140,16188
2025-09-13 17:03:28.550815,2647,59,3060,132,16220
2025-09-13 17:03:28.618512,2634,59,3120,160,16224
2025-09-13 17:03:28.684724,2632,59,3256,108,16276
2025-09-13 17:03:28.750685,2629,59,3212,120,16344
2025-09-13 17:03:28.817429,2634,59,3116,124,16228
2025-09-13 17:03:28.883435,2639,59,2940,152,16188
2025-09-13 17:03:28.948096,2633,59,2712,192,16256
2025-09-13 17:03:29.012304,2633,59,2708,236,16240
2025-09-13 17:03:29.078142,2629,59,2576,188,16304
2025-09-13 17:03:29.144058,2624,59,2536,96,16392
2025-09-13 17:03:29.210309,2636,59,2756,188,16300
2025-09-13 17:03:29.276746,2636,59,2952,196,16384
2025-09-13 17:03:29.342846,2646,59,3172,44,16252
2025-09-13 17:03:29.409236,2634,59,3176,192,16040
2025-09-13 17:03:29.475934,2636,59,3216,120,16172
2025-09-13 17:03:29.555124,2640,59,3248,0,16128
2025-09-13 17:03:29.622520,2638,59,3188,36,16228
2025-09-13 17:03:29.688425,2648,59,3060,192,16300
2025-09-13 17:03:29.750855,2635,59,2740,192,16228
2025-09-13 17:03:29.816866,2649,59,2632,136,16356
2025-09-13 17:03:29.881520,2640,59,2700,112,16360
2025-09-13 17:03:29.947521,2644,59,2740,68,16260
2025-09-13 17:03:30.013099,2641,59,2844,196,16244
2025-09-13 17:03:30.078913,2632,59,2752,84,16176
2025-09-13 17:03:30.143913,2646,59,2864,100,16204
2025-09-13 17:03:30.210581,2636,59,3000,104,16280
2025-09-13 17:03:30.275660,2636,59,3064,124,16340
2025-09-13 17:03:30.341328,2635,59,2888,132,16224
2025-09-13 17:03:30.408329,2644,59,2932,108,16252
2025-09-13 17:03:30.472419,2637,59,2864,140,16172
2025-09-13 17:03:30.550762,2633,59,2968,96,16248
2025-09-13 17:03:30.617185,2635,59,3052,204,16232
2025-09-13 17:03:30.682171,2637,59,3052,92,16252
2025-09-13 17:03:30.748092,2635,59,2932,96,16272
2025-09-13 17:03:30.814857,2636,59,2796,20,16280
2025-09-13 17:03:30.880856,2622,59,2932,136,16200
2025-09-13 17:03:30.946857,2647,59,3016,124,16220
2025-09-13 17:03:31.011856,2633,59,2864,92,16152
2025-09-13 17:03:31.076289,2638,59,2984,108,16296
2025-09-13 17:03:31.140752,2636,59,3040,140,16364
2025-09-13 17:03:31.207603,2635,59,3036,128,16184
2025-09-13 17:03:31.271610,2639,59,2760,88,16268
2025-09-13 17:03:31.339609,2610,59,2908,148,16328
2025-09-13 17:03:31.407608,2634,59,2976,180,16256
2025-09-13 17:03:31.489341,2648,59,2944,156,16364
2025-09-13 17:03:31.554281,2640,59,2956,112,16204
2025-09-13 17:03:31.619323,2638,59,2960,124,16284
2025-09-13 17:03:31.685371,2637,59,2864,192,16160
2025-09-13 17:03:31.752140,2640,59,2948,72,16304
2025-09-13 17:03:31.817552,2628,59,3092,148,16288
2025-09-13 17:03:31.880638,2635,59,2980,112,16120
2025-09-13 17:03:31.944553,2647,59,2936,184,16192
2025-09-13 17:03:32.011020,2639,59,3028,4,16344
2025-09-13 17:03:32.074215,2634,59,2996,92,16316
2025-09-13 17:03:32.141216,2631,59,2856,204,16316
2025-09-13 17:03:32.208575,2636,59,2884,128,16304
2025-09-13 17:03:32.275851,2639,59,2940,140,16440
2025-09-13 17:03:32.341982,2650,62,2924,152,16168
2025-09-13 17:03:32.410865,2637,62,2948,76,16228
2025-09-13 17:03:32.493823,2647,62,2952,120,16260
2025-09-13 17:03:32.559861,2647,62,3016,52,16256
2025-09-13 17:03:32.628823,2637,62,3016,132,16208
2025-09-13 17:03:32.701910,2636,62,3056,100,16292
2025-09-13 17:03:32.771831,2647,62,2980,104,16208
2025-09-13 17:03:32.845848,2642,62,2976,72,16228
2025-09-13 17:03:32.909823,2634,62,2892,44,16284
2025-09-13 17:03:32.975823,2634,62,2932,60,16280
2025-09-13 17:03:33.040822,2641,62,2908,172,16256
2025-09-13 17:03:33.108335,2634,62,2984,148,16360
2025-09-13 17:03:33.174335,2632,62,2952,164,16212
2025-09-13 17:03:33.237418,2631,62,2948,132,16232
2025-09-13 17:03:33.308144,2636,62,3024,96,16212
2025-09-13 17:03:33.375808,2636,62,2984,52,16180
2025-09-13 17:03:33.444467,2640,62,2936,116,16140
2025-09-13 17:03:33.525467,2639,62,3020,152,16064
2025-09-13 17:03:33.591465,2639,62,3032,128,16156
2025-09-13 17:03:33.660083,2633,62,2900,100,16304
2025-09-13 17:03:33.726767,2635,62,3040,144,16184
2025-09-13 17:03:33.795909,2629,62,3028,172,16156
2025-09-13 17:03:33.861907,2635,62,3028,104,16280
2025-09-13 17:03:33.927822,2634,62,3052,136,16072
2025-09-13 17:03:33.993879,2629,62,2932,212,16196
2025-09-13 17:03:34.059463,2639,62,2948,188,16304
2025-09-13 17:03:34.124508,2649,62,2916,164,16212
2025-09-13 17:03:34.189464,2644,62,2964,164,16260
2025-09-13 17:03:34.254463,2639,62,3064,24,16312
2025-09-13 17:03:34.319699,2647,62,2996,96,16232
2025-09-13 17:03:34.387173,2642,62,2956,140,16316
2025-09-13 17:03:34.452767,2620,62,3000,244,16260
2025-09-13 17:03:34.530433,2640,62,2968,176,16288
2025-09-13 17:03:34.596386,2638,62,2988,112,16328
2025-09-13 17:03:34.662384,2632,62,3048,92,16192
2025-09-13 17:03:34.727385,2629,62,3020,40,16200
2025-09-13 17:03:34.793103,2634,62,3128,88,16144
2025-09-13 17:03:34.857136,2638,62,3012,96,16212
2025-09-13 17:03:34.924730,2636,62,2904,128,16204
2025-09-13 17:03:34.989729,2631,62,3092,224,16216
2025-09-13 17:03:35.053733,2634,62,2928,212,16312
2025-09-13 17:03:35.119071,2643,62,3012,144,16192
2025-09-13 17:03:35.185387,2633,62,2984,124,16132
2025-09-13 17:03:35.250822,2636,62,3100,40,16220
2025-09-13 17:03:35.316072,2647,62,3124,108,16216
2025-09-13 17:03:35.384338,2635,62,3044,148,16260
2025-09-13 17:03:35.465345,2636,62,3080,68,16280
2025-09-13 17:03:35.529135,2647,62,3076,140,16172
2025-09-13 17:03:35.596068,2638,62,3068,92,16248
2025-09-13 17:03:35.660563,2635,62,3068,92,16376
2025-09-13 17:03:35.725938,2636,62,3008,65528,16272
2025-09-13 17:03:35.790648,2640,62,3012,28,16344
2025-09-13 17:03:35.856470,2630,62,3068,40,16252
2025-09-13 17:03:35.920476,2638,62,3052,92,16224
2025-09-13 17:03:35.985507,2608,62,3020,128,16228
2025-09-13 17:03:36.051702,2627,62,3064,148,16276
